,race,distance,restricted_distance,rdiff,adiff,n_cameras
Census Tract 207.02,white,1896.6,1908.5,0.627438574290841,11.900000000000091,1
Census Tract 208.02,white,1866.6,1954.1000000000001,4.687667416693466,87.50000000000023,6
Census Tract 203.01,white,1999.8000000000002,2048.2,2.420242024202402,48.399999999999636,6
Census Tract 8387,white,842.0999999999999,865.7,2.8025175157344897,23.600000000000136,2
Census Tract 206.01,white,1936.2,2016.1999999999998,4.131804565644033,79.99999999999977,6
Census Tract 8415,white,883.5999999999999,895.5,1.34676324128566,11.900000000000091,1
Census Tract 8386,black,907.2,919.0999999999999,1.3117283950617131,11.899999999999864,1
Census Tract 8373,black,964.5,976.4,1.233799896319334,11.899999999999977,1
Census Tract 206.02,white,1932.0,2071.2,7.20496894409937,139.19999999999982,7
Census Tract 633.01,white,1452.9,1503.0,3.448275862068959,50.09999999999991,4
Census Tract 8378,black,1078.1,1113.5,3.2835544012614877,35.40000000000009,2
Census Tract 8374,black,963.1,975.0,1.2355933963243668,11.899999999999977,1
Census Tract 8369,black,1055.7,1067.6000000000001,1.1272141706924401,11.900000000000091,1
Census Tract 203.02,white,2009.1,2121.3999999999996,5.589567468020493,112.29999999999973,7
Census Tract 209.02,white,1897.0,1945.2000000000003,2.5408539799683854,48.20000000000027,3
Census Tract 107.01,white,2030.5,2078.7,2.3737995567594097,48.19999999999982,3
Census Tract 301.03,white,1840.1,1924.3000000000002,4.575838269659273,84.20000000000027,2
Census Tract 633.03,white,1420.3000000000002,1433.1000000000001,0.9012180525241112,12.799999999999955,1
Census Tract 301.02,white,1813.0000000000002,1897.2000000000003,4.644236072807503,84.20000000000005,2
Census Tract 105.02,white,1981.6999999999998,2036.7000000000003,2.7753948629964404,55.000000000000455,3
Census Tract 105.03,white,1942.8,1982.0000000000002,2.0177064031295178,39.20000000000027,3
Census Tract 107.02,white,2007.0,2055.2000000000003,2.4015944195316528,48.20000000000027,3
Census Tract 8371,black,1056.0,1067.9,1.126893939393948,11.900000000000091,1
Census Tract 8370,black,1009.9000000000001,1021.8000000000002,1.178334488563233,11.900000000000091,1
Census Tract 102.01,white,2103.7000000000003,2152.4000000000005,2.314968864381816,48.70000000000027,8
